,A,B,C,D,E
402,-0.22294009,-0.19505519,0.06277478,0.5854468,0.30808485
403,0.14416495,0.38766062,0.1966168,-1.29027,-0.013392658
404,-0.11162446,-0.010602776,0.21492651,0.8665886,0.29638728
405,-0.4605161,-0.45161766,-0.32631972,0.045708627,0.16194056
406,-0.1354315,0.46309948,0.5582425,0.94009644,0.62143886
407,-0.07388522,0.39902166,0.49729002,1.0417453,0.54766655
408,-0.5423224,-0.42259797,-0.29957876,-0.4911057,0.26271695
409,-0.28937104,-0.10652065,-0.049469978,-1.1164261,0.3112219
410,-0.25913945,-0.2444318,0.0047449544,0.49681324,0.33312243
411,-0.3909183,-0.40199602,-0.22318797,0.21176569,0.24669135
412,0.88905865,0.9776963,0.4702798,-0.48888513,-1.3518662
413,-0.30418745,0.04240641,-0.12845291,-0.33942586,0.9809197
414,-0.26684043,0.14941187,0.110672876,0.1718259,0.7991328
415,0.19189708,0.33783227,0.367678,1.493441,0.41241008
416,-0.28517267,-0.10475142,-0.06344437,-1.1467922,0.41808367
417,0.29733947,-0.40810803,-0.61875284,1.298037,-0.625947
418,-0.15389207,0.4921912,0.12364799,-0.07898614,1.1709948
419,-0.15278924,0.50910276,0.21278372,0.08213435,1.0813352
420,-0.21079814,0.32321346,-0.124464214,-0.53372896,1.3418525
421,0.58174205,0.7277023,0.48092902,-0.657084,-1.1744496
422,0.9921267,1.1053641,0.49371672,-0.55204684,-1.4032093
423,-0.48093152,-0.31161568,-0.20259339,-0.7774,0.39701504
424,0.33477095,0.5787509,0.46645105,-1.0940087,-0.7559451
425,-0.49715605,-0.4560212,-0.32932705,-0.088362366,0.20830338
426,-0.32163495,-0.11784051,0.015532486,-0.90129554,-0.26653183
427,-0.22222172,-0.012524577,0.12068629,-0.92364115,-0.3847261
428,0.5325429,0.42126465,0.27579835,-0.059357204,-1.2077802
429,-0.27990583,-0.26410833,-0.24062105,-0.11239814,-0.8392424
430,-0.16007367,-0.34278068,-0.14403933,0.7256757,0.10801089
431,-0.52774644,-0.41938964,-0.35783005,-0.30956143,-0.34963053
432,-0.11471684,-0.32055753,-0.10215565,0.81250256,0.076259375
433,-0.48287857,-0.34123802,-0.2344167,-0.5617882,0.47311413
434,-0.20736378,0.054305423,-0.12592505,-1.198729,0.6875505
435,-0.12055799,0.59250504,-0.006948374,-0.30011854,1.4297911
436,-0.46474192,-0.33518165,-0.25395033,-0.39581713,-0.52684426
437,-0.13572368,0.06472111,0.020149864,-1.2450272,0.29360813
438,0.3293425,0.5729925,0.4489899,-1.1294482,-0.6567607
439,-0.20397452,-0.016316617,-0.0026924536,-1.1930519,0.29885563
440,-0.4277114,-0.35853794,-0.18145283,0.06602521,0.4419295
441,-0.44632375,-0.30894268,-0.21828428,-0.2700091,0.5767627
442,-0.0039773025,0.06168061,0.18176773,-0.45884386,-0.9326751
443,-0.55867094,-0.4157284,-0.3058634,-0.6427763,0.047299363
444,-0.03466682,0.019027032,0.13353053,-0.40833294,-0.93119466
445,0.41936123,0.5631087,0.4629647,-0.6552015,-1.0886769
446,0.2479967,-0.4079047,-0.60075074,1.2315414,-0.6245783
447,-0.41499606,-0.2412745,-0.1596559,-0.94022447,0.24331571
448,-0.09560636,-0.21316266,-0.3060669,0.20954534,-1.0456091
449,-0.32984954,-0.26427898,-0.1988257,-0.28043476,-0.7430743
450,0.6470708,0.50864184,0.22554445,0.019709008,-1.3506273
451,-0.37243718,-0.26569882,-0.1067411,0.14433861,0.5217489
452,-0.049742516,-0.33971542,-0.57960814,0.5848548,-0.94201267
453,-0.3003583,-0.4194738,-0.48956576,0.3007932,-0.5772124
454,-0.11775786,0.026756272,0.24384415,0.86301017,0.32523143
455,0.21012299,0.14492403,0.22814912,-0.16991179,-1.1030909
456,-0.39728227,-0.2256789,-0.14722604,-0.9695608,0.28147373
457,-0.45085123,-0.4597812,-0.437714,0.020110937,-0.22751176
458,-0.10884848,0.6956323,-0.15758887,-0.54312927,1.7404054
459,0.23292337,0.46581292,0.3817718,-1.1433202,-0.5197283
460,-0.4397953,-0.3814836,-0.19799869,0.05038435,0.41623777
461,0.27795187,-0.4079484,-0.58907557,1.2884783,-0.5911368
462,-0.43566775,-0.41787255,-0.24307483,0.09594642,0.2887157
463,0.18541823,-0.40710023,-0.5885669,1.1380968,-0.64030117
464,-0.20940201,-0.23519789,0.026240863,0.6025774,0.26700014
465,-0.17974445,0.31974298,0.4334476,0.6681348,0.60171586
466,-0.117950544,0.082898155,0.049448468,-1.2407092,0.23676024
467,-0.5507505,-0.43744364,-0.36435658,-0.3501453,-0.25800902
468,0.18694611,-0.4064173,-0.6063886,1.1249403,-0.6693689
469,0.35470194,0.4125894,0.3601997,1.7573808,0.41322434
470,0.26066905,0.43057346,0.42337844,-0.84491307,-0.8650505
471,0.433255,0.26601386,0.15941262,0.072537884,-1.2219173
472,-0.5288075,-0.36622888,-0.23812202,-0.58584166,-0.27475977
473,-0.20212251,0.3599208,-0.10297464,-0.47990248,1.3497691
474,-0.24208525,0.14902216,-0.17274371,-0.9748721,1.1214086
475,-0.1869808,0.39684224,0.31458062,0.3219258,0.84338737
476,0.07074405,0.2598675,0.35065752,1.2919581,0.39594594
477,-0.52353656,-0.3738031,-0.25681278,-0.673486,0.2780299
478,-0.07714672,-0.052761625,0.047483496,-0.2868461,-0.958555
479,-0.5006405,-0.324717,-0.18913952,-0.66264284,-0.25652206
480,-0.10184756,-0.046002675,0.18680063,0.8790193,0.26476103
481,-0.18850589,0.24952109,0.3801982,0.61367637,0.56925863
482,-0.43944508,-0.24206072,-0.12018281,-0.80066544,-0.16542229
483,0.5991194,0.44631952,0.19895652,0.04978998,-1.3293638
484,-0.56818235,-0.42205364,-0.30802476,-0.5343159,-0.16476294
485,-0.38972124,-0.37592235,-0.16602573,0.19954218,0.35119078
486,-0.042681,-0.4007383,-0.5872575,0.7542492,-0.71617293
487,-0.3725422,-0.40499714,-0.23800428,0.2685607,0.18943268
488,-0.42384738,-0.4616447,-0.40165302,0.1178683,-0.064971015
489,-0.16435765,0.47880942,0.22789413,0.12667549,1.0322342
490,0.6798341,0.93811643,0.5512527,-0.91539216,-1.2116646
491,-0.2643908,-0.06771611,0.11777297,0.46452484,0.47798252
492,-0.25681654,0.13733962,-0.15675792,-0.91668165,1.1236993
493,-0.42650262,-0.23226959,-0.12643375,-0.84622693,-0.07148473
494,-0.5052579,-0.36543718,-0.28184098,-0.4093371,-0.4458155
495,-0.080150895,-0.3963456,-0.5843092,0.67108357,-0.75184315
496,0.56481105,0.8035691,0.53386414,-0.886079,-1.1486194
497,-0.16684917,0.39432526,0.49610662,0.7616276,0.6276233
498,-0.091935724,0.34005433,0.46649307,0.9949657,0.5074011
499,0.56028366,0.4348325,0.24974546,-0.02118404,-1.2519647
500,0.009350669,0.2183584,0.22173071,-1.1461751,-0.21531406
501,-0.17552131,0.052250158,-0.084632605,-1.2709441,0.5308046
502,-0.28317472,-0.4137075,-0.49749923,0.3251457,-0.6128141
503,-0.33371663,-0.24839741,-0.15779334,-0.3890395,-0.69162655
504,0.40795636,0.39456385,0.36120102,-0.27352512,-1.1123855
505,-0.47931358,-0.39351448,-0.2363304,-0.1272821,0.4454825
506,-0.29578614,-0.14704508,-0.016306603,-0.66491127,-0.56946295
507,0.5582797,0.5422457,0.3839046,-0.25735208,-1.1835929
508,-0.065518074,0.81018955,0.58208025,0.65465355,0.9770922
509,0.09093908,0.3078791,0.2811503,-1.1496391,-0.32392016
510,-0.22782703,-0.26045588,-0.007103469,0.56455016,0.27415627
511,-0.25060514,0.1937188,-0.094651274,-0.3723119,1.146429
512,0.15740073,0.38758922,0.29013142,-1.2001053,-0.28669968
513,-0.10514912,0.11803514,-0.031845614,-1.3165662,0.42120826
514,0.42093527,0.67628485,0.50258386,-1.0420194,-0.92447793
515,-0.018705565,0.19146012,0.17091587,-1.1865801,-0.07311988
516,-0.07708812,-0.26446262,-0.012349961,0.87510777,0.08098066
517,-0.24273118,0.22083984,-0.09475278,-0.42234546,1.1875972
518,0.039797314,0.2501239,0.25130105,-1.1360466,-0.2824636
519,-0.094345786,0.088815615,0.2108934,-0.92718965,-0.53491366
520,0.1457901,0.3742451,0.2847545,-1.1931654,-0.28261346
521,-0.35648274,-0.17880036,-0.039617613,-0.7627989,-0.43325722
522,-0.1640875,0.38428608,0.499609,0.8031588,0.6076684
523,-0.21704435,-0.029042516,-0.021356545,-1.2057155,0.36534047
524,-0.11114063,0.82702374,0.73139066,1.1029868,0.91661006
525,0.23536275,0.5953461,0.5140197,1.6353962,0.59975666
526,-0.16437232,-0.10443042,0.1564892,0.7186944,0.28241107
527,-0.25567064,-0.3826687,-0.4928553,0.32463175,-0.7766516
528,0.61886376,0.66953355,0.4291677,-0.42282614,-1.2068768
529,0.43088126,0.6247324,0.48477393,-0.8069829,-1.0570337
530,0.6054339,0.5288062,0.33917496,-0.13877901,-1.2291125
531,-0.18168984,0.26400065,0.40826204,0.7010739,0.55323917
532,-0.19612153,-0.14470911,0.11348152,0.65319496,0.3009089
533,-0.19254334,0.37676942,0.029324606,-0.221273,1.1786417
534,-0.09896161,0.6780484,0.28209704,0.18831018,1.1594571
535,-0.3567004,-0.16205974,-0.024112467,-0.852147,-0.2924349
536,-0.25441733,-0.31162506,-0.3543302,0.10844993,-0.8482727
537,-0.51363665,-0.40982535,-0.2784656,-0.3512368,0.36940956
538,-0.4126374,-0.405545,-0.22275464,0.15125997,0.28506225
539,-0.014048668,0.22701463,0.35700622,1.1284765,0.39725107
540,-0.52235615,-0.46790394,-0.41764322,-0.16853796,-0.12962842
541,-0.20039979,-0.22462459,0.04029093,0.62130886,0.26241937
542,-0.23063247,-0.3355914,-0.42450944,0.24135572,-0.8573849
543,-0.17558785,-0.113601655,0.14815158,0.69311905,0.28936553
544,-0.09844991,-0.07704757,0.01978748,-0.26614434,-0.95708066
545,-0.12304163,0.6194888,-0.24515194,-0.7093714,1.7759246
546,-0.48064196,-0.2996929,-0.194817,-0.7683083,-0.0438146
547,0.35754213,-0.39275393,-0.5687839,1.4286026,-0.5296737
548,-0.2548585,0.20222059,0.12545505,0.13532116,0.85108316
549,0.61478937,0.53153473,0.32695213,-0.121473856,-1.2469136
550,-0.5593128,-0.4082729,-0.29003683,-0.5363447,-0.21359347
551,-0.11989266,0.6113202,0.25189856,0.1372098,1.1334203
552,0.19821681,-0.40465435,-0.63535374,1.1172467,-0.71209216
553,-0.45349205,-0.2720163,-0.17737243,-0.8065469,0.50276685
554,-0.13250929,-0.23817545,0.024361953,0.7641695,0.16703805
555,-0.24918672,-0.17687047,0.06650206,0.5296534,0.35916328
556,-0.39584565,-0.34718478,-0.33073622,-0.13791595,-0.6465908
557,-0.018948553,0.14851053,0.30402455,1.1038786,0.33860588
558,-0.54692096,-0.3999596,-0.29349968,-0.6768684,0.06480634
559,-0.3078884,-0.12657571,-0.06789539,-1.0999415,0.33705896
560,-0.21961235,-0.16721433,0.08800633,0.5986757,0.31832513
561,-0.32804024,-0.089300305,-0.08594703,-0.012922814,0.7442615
562,0.647012,0.56544006,0.32975253,-0.12292398,-1.2763108
563,-0.55241245,-0.47680202,-0.40138587,-0.27684587,-0.027343228
564,-0.06434421,0.0047772434,0.121911734,-0.44919893,-0.8975306
565,-0.17684883,0.30172274,0.3998918,0.5889447,0.61222833
566,-0.26449138,0.15722246,0.043742247,0.0033001173,0.89348453
567,-0.33082202,-0.13158898,-0.038027193,-0.98037684,-0.026070528
568,-0.11378108,0.08662999,0.08960143,-1.1951464,0.10003295
569,0.48826006,0.58214855,0.44033942,-0.52688473,-1.1353602
570,0.041084886,-0.3230138,-0.1829431,1.1058009,-0.15657626
571,0.13159317,0.3421706,0.3392807,-1.0869079,-0.49682277
572,-0.110075936,0.692209,-0.16723669,-0.5595339,1.7484857
573,0.16489372,-0.33982643,-0.2997666,1.2788851,-0.25984606
574,-0.41418454,-0.30416313,-0.1698944,0.008003289,0.5400051
575,-0.5224061,-0.4437351,-0.3972499,-0.22495368,-0.2770589
576,-0.3075744,0.051554654,-0.1394049,-0.6657617,1.0034162
577,0.21195626,-0.3972224,-0.5154004,1.2361251,-0.5192756
578,0.05642338,0.94091755,0.7426851,1.5637207,0.96046734
579,0.9442864,0.9318306,0.41623557,-0.2707862,-1.4122573
580,-0.35149893,-0.41443282,-0.4640293,0.17119683,-0.5633315
581,-0.34760508,-0.15295577,-0.014089402,-0.8506588,-0.31093603
582,0.0038904678,-0.31935903,-0.15256007,1.0370995,-0.114506036
583,-0.17054442,-0.105220675,0.15708406,0.70364946,0.28709173
584,-0.45686728,-0.31668654,-0.22381549,-0.40416226,0.5504249
585,-0.37300855,-0.24869567,-0.112848684,0.11629058,0.5558001
586,0.47718123,0.53430164,0.41897315,-0.4395626,-1.1340398
587,-0.19312903,0.037787855,-0.099087924,-1.2461829,0.56607056
588,-0.045734234,-0.22702569,0.022821322,0.9476264,0.08428377
589,-0.3702475,-0.19611005,-0.12194618,-1.00559,0.3522669
590,-0.18832885,-0.38680542,-0.5371435,0.4516899,-0.7831802
591,-0.48590642,-0.42869592,-0.2703122,-0.09732996,0.33076212
592,-0.2561922,-0.13609128,0.09600046,0.52172387,0.39595026
593,-0.07352179,0.13382298,0.09924814,-1.2259161,0.11715492
594,-0.5830043,-0.45060483,-0.3484386,-0.48246792,-0.13369144
595,0.5853735,0.8351287,0.5415648,-0.91083133,-1.1573669
596,-0.1549102,0.03885129,0.035593532,-1.2057594,0.22876811
597,0.60052294,0.76313114,0.49414778,-0.70252955,-1.1807562
598,-0.30477804,-0.2553159,-0.03090458,0.36736867,0.40924585
599,-0.09050993,0.11306125,0.10458645,-1.1959541,0.06833881
600,0.6384757,0.4974547,0.22099492,0.026138352,-1.3447634
601,-0.23691979,-0.052258234,-0.022065356,-1.1817816,0.3408663
602,0.12064901,0.3365546,0.31389043,-1.1240699,-0.41190788
603,0.008240035,-0.32728806,-0.1752424,1.0448835,-0.14169545
604,-0.45817682,-0.31050864,-0.22392546,-0.5080804,0.55006766
605,-0.44099495,-0.25715208,-0.18859026,-0.7147786,0.5777466
606,-0.26513702,0.16298486,-0.114309356,-0.6955027,1.1391329
607,-0.23030671,0.23291168,-0.17516333,-0.82531893,1.2973943
608,-0.1372876,0.5072843,0.51626146,0.6734872,0.72884893
609,0.42294976,0.3377281,0.28703296,-0.123132624,-1.1354934
610,-0.13020647,-0.27839693,-0.40766823,0.3003554,-0.9677058
611,-0.46057206,-0.26901212,-0.15683395,-0.7896575,-0.10120916
612,-0.24293557,-0.19307634,-0.10937461,-0.3062815,-0.82936764
613,0.2819142,-0.4082614,-0.5961723,1.2902132,-0.5993748
614,-0.4718711,-0.41770804,-0.39642444,-0.1343103,-0.4364243
615,0.007844476,-0.32510388,-0.16943327,1.0444204,-0.13519914
616,0.06842569,0.28522485,0.25436997,-1.1645626,-0.25635576
617,-0.25014985,0.1955337,-0.09320437,-0.36778095,1.1457043
618,-0.43896315,-0.31478766,-0.2243626,-0.41925082,-0.5550266
619,-0.24912626,-0.29300702,-0.32154706,0.06621759,-0.86456686
620,-0.08652541,0.120724216,0.07109072,-1.2494382,0.20089483
621,-0.08832295,0.11536574,0.10678327,-1.1990794,0.06816437
622,0.020531105,0.24030635,0.16313973,-1.2311028,-0.0071119005
623,0.43362907,0.5644962,0.4352359,1.9106944,0.50336504
624,0.6522675,0.68826133,0.4221342,-0.3803064,-1.2284952
625,-0.47182995,-0.40600926,-0.37714615,-0.16952826,-0.4652362
626,-0.49734378,-0.40041167,-0.35020772,-0.25808054,-0.43212363
627,0.10627888,-0.38867038,-0.44537395,1.1056861,-0.47356907
628,0.20109299,0.4345945,0.33168688,-1.183633,-0.38250822
629,-0.3531255,-0.4009367,-0.4478398,0.14212316,-0.6210897
630,-0.27633193,-0.26532987,-0.024942312,0.456743,0.3454942
631,-0.15642022,-0.0930441,0.16344708,0.74107647,0.28283846
632,0.10755387,-0.38174465,-0.41900963,1.1218975,-0.43590382
633,-0.18282336,0.33804286,-0.24672598,-0.9379054,1.4409896
634,-0.31499603,-0.27122426,-0.22560196,-0.19687566,-0.77998656
635,-0.2569175,-0.23234425,-0.18331331,-0.18291256,-0.85312694
636,-0.105343,0.70551026,-0.25317037,-0.69911504,1.863349
637,-0.21502885,0.26791298,-0.14952876,-0.65078443,1.3170168
638,0.36083192,0.23931664,0.22203586,-0.048223756,-1.1315314
639,-0.12493905,-0.17705968,-0.17327267,0.01698638,-1.0232565
640,0.017720433,0.2281863,0.22199473,-1.1514618,-0.20960735
641,0.16492924,0.061432537,0.118428856,-0.042990483,-1.1164507
642,-0.23756008,-0.024103884,0.109295785,-0.94587106,-0.32718632
643,-0.31588054,-0.13405651,-0.07677212,-1.0973656,0.3992126
644,0.39771226,0.65390134,0.4620095,-1.1724033,-0.63183105
645,-0.09242286,0.698566,0.32530916,0.25467923,1.1288508
646,0.40103394,-0.28707162,-0.2684294,1.5703144,-0.17208375
647,-0.20968933,-0.027848285,0.10441589,-0.79688376,-0.5546019
648,-0.32848367,-0.12429242,0.0013222247,-0.9190464,-0.21427152
649,-0.16470951,0.43039602,-0.23411548,-0.7477966,1.5852405
650,0.29100248,0.2993565,0.3057902,1.6339743,0.3481683
651,-0.14969574,0.033370644,0.25577337,0.7925579,0.35747206
652,-0.07298614,0.13335146,0.11066717,-1.2088969,0.0719738
653,-0.56171864,-0.44644365,-0.3666479,-0.37385672,-0.20527843
654,0.4530793,0.5837941,0.46000844,-0.6233198,-1.1095127
655,0.30254677,0.26143777,0.2743378,1.6406553,0.31559253
656,0.31642148,-0.40868348,-0.6178341,1.3304449,-0.6139464
657,-0.14416303,0.051401135,0.04496906,-1.2093503,0.21170038
658,-0.18185504,0.29115573,0.4036738,0.6186452,0.59607524
659,0.113842085,0.11087389,0.21813345,-0.29163152,-1.0461456
660,-0.43691412,-0.41552418,-0.23748758,0.089672804,0.30168024
661,-0.4228034,-0.34210196,-0.17377003,0.066195674,0.4687415
662,-0.52199966,-0.44248518,-0.39599633,-0.22625266,-0.2831948
663,-0.48415655,-0.4677308,-0.40334722,-0.030622859,-0.051747955
664,0.07830725,-0.38023007,-0.40346977,1.0751938,-0.43134713
665,-0.22600535,0.05282152,-0.13278717,-1.1504942,0.7565887
666,-0.101048335,0.677118,0.0075087175,-0.2651414,1.4970297
667,-0.18859309,0.15640533,0.347546,0.7117604,0.4743697
668,-0.24974066,0.19267109,-0.10917159,-0.4969423,1.1742319
669,-0.14375241,0.52928567,0.16968474,-0.0013633352,1.1528537
670,-0.09754934,0.7155887,0.6182313,0.7814917,0.8574677
671,-0.1110663,0.09309277,0.14304811,-1.127296,-0.0988089
672,-0.4205697,-0.44356403,-0.45691493,0.049345873,-0.3826477
673,-0.14578791,0.05996969,0.13014069,-1.112731,-0.10128864
674,-0.58416826,-0.4554357,-0.35282084,-0.49234012,-0.09613244
675,-0.40094215,-0.20047767,-0.18642077,-0.38155034,0.7131459
676,0.43431497,0.47024673,0.40283433,-0.38933146,-1.1131905
677,0.32637593,0.48340857,0.4385336,-0.7549106,-0.9728196
678,0.14059298,-0.4012009,-0.6136621,1.0301096,-0.7201684
679,-0.37077078,-0.1752257,-0.07840314,-0.92704856,-0.032110676
680,-0.028244441,-0.25228626,-0.010816997,0.98377573,0.04487942
681,0.14609008,-0.3952475,-0.6463325,0.9987767,-0.78369784
682,-0.17858294,0.4173653,-0.006110899,-0.30485314,1.2666026
683,-0.055061318,0.23086764,0.37401372,1.0522053,0.41291362
684,-0.1660263,0.47381997,-0.10264063,-0.47030875,1.4529912
685,-0.15887786,0.47639918,-0.23330167,-0.723556,1.6331306
686,0.30846977,-0.40413907,-0.58347857,1.3420285,-0.5690905
687,-0.47875673,-0.29274067,-0.17187175,-0.73411053,-0.162424
688,-0.40903887,-0.22164138,-0.19243509,-0.3710603,0.6903978
689,-0.10752062,0.77786183,0.69075185,0.97141457,0.8683648
690,0.21600696,0.4126312,0.41735417,-0.9824704,-0.7365036
691,-0.09594336,0.6850743,0.07586153,-0.14737444,1.4137481
692,-0.39737195,-0.29825312,-0.13767721,0.10258692,0.50640804
693,-0.091181144,0.7035746,0.31843665,0.24564466,1.1416296
694,-0.58527505,-0.46685976,-0.3689293,-0.45563447,-0.049616046
695,-0.36299947,-0.2961968,-0.24864154,-0.23431861,-0.70969343
696,-0.38326335,-0.3562679,-0.14537482,0.21902415,0.38052338
697,-0.5663411,-0.41884345,-0.30430698,-0.5260536,-0.19062361
698,-0.00046553835,0.145612,0.29539922,1.1384352,0.33085102
699,-0.28849956,-0.2780719,-0.042525414,0.42566484,0.35563728
700,0.39257088,-0.37775666,-0.53066623,1.5021001,-0.46491522
701,-0.10865558,0.6443585,0.37585863,0.3244678,1.0230544
702,-0.3308341,-0.32982022,-0.10625677,0.3330831,0.3535493
703,0.6229751,0.54815716,0.3422877,-0.14280748,-1.2442869
704,0.13192126,-0.01456292,-0.10336645,0.17353523,-1.279689
705,-0.05990088,0.9187119,0.7727448,1.3672917,0.9841512
706,-0.124815255,0.62232685,-0.20531008,-0.6407564,1.7334586
707,0.16320497,-0.40384522,-0.6166802,1.0711097,-0.7060033
708,0.33288318,-0.32432902,-0.3352919,1.4776711,-0.2590952
709,-0.26461232,-0.2798379,-0.036946766,0.48706633,0.31210828
710,-0.31181225,-0.25507036,-0.19449131,-0.25775906,-0.7763257
711,-0.19114113,-0.0020185728,0.003263317,-1.2008069,0.29395175
712,0.6584703,0.612001,0.37360448,-0.18448885,-1.2472506
713,-0.57558125,-0.43403327,-0.32428557,-0.5256275,-0.13620383
714,-0.4277445,-0.29890445,-0.19934791,-0.1337847,0.58233714
715,-0.12830883,0.58419496,0.24325356,0.12215584,1.1181524
716,-0.1604895,0.043389678,-0.025271446,-1.2607497,0.388517
717,-0.154606,-0.13805418,-0.057423167,-0.22786638,-0.92419225
718,-0.04111235,-0.23431778,0.013200708,0.95710945,0.07322328
719,-0.22675243,0.28378394,-0.007509779,-0.244409,1.130372
720,-0.4893344,-0.31043217,-0.17273295,-0.6798164,-0.27268833
721,0.155423,0.1274775,0.2282905,-0.23539966,-1.0814916
722,0.38210377,0.6063665,0.48227662,-0.95073885,-0.94699824
723,-0.119513065,0.60368526,0.16196096,-0.012453852,1.2320122
724,-0.16494118,0.39991882,0.4709599,0.6556665,0.6598207
725,-0.08973257,-0.33407345,-0.54456174,0.5020828,-0.9332595
726,-0.51929015,-0.36838406,-0.251265,-0.6782261,0.2958021
727,-0.078345284,0.7584193,0.18765283,0.04472986,1.3545893
728,0.027728869,-0.3917785,-0.6238297,0.81609213,-0.79014516
729,-0.45265573,-0.305109,-0.22073303,-0.4590761,0.5633511
730,-0.3197595,-0.4343522,-0.37048623,0.3445883,-0.09066042
731,0.4011263,0.20369495,0.18900765,1.7552996,0.23827827
732,-0.040199887,0.1645978,0.1960372,-1.1290361,-0.18933555
733,-0.24300697,-0.0176017,-0.09668635,-1.1760637,0.5898638
734,-0.57525605,-0.4450235,-0.33501744,-0.5710916,0.022684008
735,0.5546415,0.5654251,0.40004492,-0.3264371,-1.1778313
736,0.117629975,0.3441167,0.2571718,-1.2055007,-0.21785194
737,-0.46859357,-0.2963493,-0.1927731,-0.7718561,0.46091175
738,-0.051908284,0.46757704,0.53053325,1.1033673,0.5950043
739,-0.29772824,-0.10497646,-0.030211579,-1.0472933,0.08799713
740,0.31227595,0.49786544,0.4455972,-0.8669953,-0.90904725
741,-0.3247796,-0.14196701,-0.08260672,-1.0820496,0.42796075
742,-0.09953329,0.6907945,-0.006666705,-0.28742126,1.5317291
743,-0.15838864,0.43451107,0.4916911,0.680428,0.67735004
744,-0.52713686,-0.36259076,-0.23318899,-0.60199934,-0.25598994
745,0.31652594,-0.40711167,-0.597682,1.3446413,-0.5846987
746,0.16532668,0.39230734,0.32330054,-1.156563,-0.3944427
747,-0.1728902,0.10911153,0.31614476,0.7579857,0.4254084
748,0.32937476,0.5709225,0.4660799,-1.0851724,-0.76738656
749,-0.116649546,-0.16838309,0.09793374,0.8051389,0.19928879
750,-0.20801881,-0.28401154,-0.038577966,0.60979104,0.23433386
751,-0.5150927,-0.39406452,-0.32628673,-0.34201545,-0.40526193
752,0.04807192,0.021926131,0.11442724,-0.17973797,-1.05817
753,-0.1475628,0.42571756,0.44160867,0.5280159,0.7108872
754,-0.4567482,-0.2773398,-0.17816266,-0.82914066,0.44522342
755,0.41046962,0.6424408,0.49355018,-0.9538104,-0.97853464
756,-0.30408436,-0.032045405,0.031392127,0.21834393,0.6588234
757,-0.23688829,0.21157698,-0.18447646,-0.8934382,1.2561612
758,-0.23685478,-0.030383464,0.1792217,0.5565717,0.43948466
759,-0.22167474,0.08171785,-0.14395471,-1.1305549,0.83081794
760,-0.34712955,-0.40652272,-0.45794415,0.16771595,-0.60176337
761,-0.19174333,-0.094061166,0.16022517,0.6666603,0.3200833
762,-0.16400039,-0.22164957,-0.25242913,0.08699093,-1.0015389
763,-0.51150686,-0.34624112,-0.21766275,-0.58953625,-0.3366338
764,-0.083393216,0.12054749,0.14866146,-1.1460158,-0.08199458
765,-0.105344556,0.67112285,0.6066214,0.768816,0.8221439
766,-0.4942828,-0.32135925,-0.18778074,-0.6304619,-0.3498159
767,0.48056123,0.34913558,0.23666304,-0.017288653,-1.1888391
768,-0.034709893,-0.1311577,-0.19785193,0.1277782,-1.1353532
769,-0.13673721,0.4986584,0.57308304,0.92050123,0.6533257
770,-0.088718235,0.13128018,-0.00025868416,-1.3041735,0.35491312
771,-0.17995971,0.43645585,-0.16231892,-0.584485,1.5033778
772,0.45386076,0.68598986,0.5049777,-0.9110205,-1.0477225
773,0.40348426,-0.35624066,-0.4705468,1.5308815,-0.3939072
774,0.51244175,0.618569,0.45051897,-0.55896765,-1.1464921
775,0.08751474,-0.31654373,-0.19190484,1.1812849,-0.15785599
776,0.5710416,0.6069198,0.4140725,-0.38082883,-1.1859739
777,-0.45720503,-0.42580205,-0.4190234,-0.07580566,-0.42404395
778,0.35151136,-0.40703624,-0.61282426,1.3906692,-0.5891846
779,-0.27681288,-0.19988413,0.033715837,0.4612069,0.3908928
780,-0.49847803,-0.32684243,-0.22635868,-0.77571464,0.06444639
781,-0.120642036,0.5776094,0.54823774,0.69234544,0.7731415
782,-0.4744036,-0.29789436,-0.20383489,-0.84510046,0.15526386
783,-0.4776059,-0.2918219,-0.17296275,-0.74133223,-0.14739925
784,-0.12843281,0.56720984,0.016139023,-0.26089635,1.3753272
785,-0.19387013,0.38433063,-0.16534469,-0.60032356,1.4601891
786,-0.21827511,-0.0834021,0.15948296,0.6154255,0.363716
787,-0.14495367,-0.3071598,-0.0713921,0.74971634,0.14032382
788,0.45124102,0.3418306,0.26445526,-0.07147047,-1.1591185
789,-0.45855862,-0.28545395,-0.18400505,-0.84045094,0.3765947
790,-0.4144372,-0.33678642,-0.2989989,-0.2181525,-0.6283677
791,-0.11891799,-0.3935316,-0.57334787,0.58943653,-0.7742211
792,-0.27760357,-0.4013935,-0.49323356,0.31584603,-0.67569685
793,-0.12785318,0.60510516,-0.23463723,-0.69393057,1.7521313
794,0.34410912,0.41258025,0.36390963,1.7417176,0.41700488
795,-0.17408039,0.3508382,0.4434817,0.64457124,0.6295124
796,-0.11184487,0.6859867,-0.18329245,-0.5871801,1.7621614
797,0.12150173,-0.011268359,0.0018846989,0.06461756,-1.1334991
798,-0.27215695,-0.093224674,-0.052551836,-1.1590577,0.3858794
799,0.18596469,0.12595029,0.21977675,1.438152,0.2532031
800,0.5983668,0.45761627,0.22144037,0.020499216,-1.3089341
801,0.50016713,0.35954434,0.2200425,0.0078088585,-1.2200919
802,-0.10687872,0.09907593,0.16679546,-1.1007534,-0.18035668
803,-0.16180143,0.46560985,0.03697391,-0.22844747,1.254243
